Complaint ID,Product,Sub-product,Issue,Sub-issue,State,ZIP code,Company,Company response,Timely response?,Consumer disputed?,Delivery Time
1244131,Mortgage,VA mortgage,"Application, originator, mortgage broker",,AZ,85298,DHI Mortgage,Closed with explanation,Yes,,7
1244141,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,NC,27513,"Bison Recovery Group, Inc.",Closed with explanation,Yes,,0
1244138,Debt collection,Payday loan,Improper contact or sharing of info,Talked to a third party about my debt,DE,19904,Direct Financial Solutions LLC,Closed with explanation,Yes,,0
1244140,Mortgage,Conventional fixed mortgage,Credit decision / Underwriting,,FL,33173,Wells Fargo,In progress,Yes,,7
1246678,Bank account or service,Other bank product/service,Deposits and withdrawals,,PA,19607,Wells Fargo,Closed with non-monetary relief,Yes,,0
1244154,Credit card,,Other,,GA,30024,TD Bank,In progress,Yes,,0
1244155,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,CA,92814,JPMorgan Chase,In progress,Yes,,0
1244169,Credit card,,APR or interest rate,,NJ,7086,GE Capital Retail,Closed with explanation,Yes,,0
1245067,Credit card,,Other,,CO,80926,Discover,Closed with explanation,Yes,,0
1244175,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,CA,94553,Experian,In progress,Yes,,0
1245856,Credit reporting,,Incorrect information on credit report,Account terms,MA,2122,Experian,Closed with explanation,Yes,,0
1245806,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,FL,32937,"Dynamic Recovery Solutions, LLC",Closed with non-monetary relief,Yes,,0
1245798,Debt collection,Credit card,Improper contact or sharing of info,Talked to a third party about my debt,CA,91335,Encore Capital Group,Closed with non-monetary relief,Yes,,0
1245834,Credit card,,APR or interest rate,,OK,73020,USAA Savings,Closed with monetary relief,Yes,,0
1245813,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,MI,48198,Seterus,Closed with monetary relief,Yes,Yes,0
1244218,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,FL,32832,Carrington Mortgage,In progress,Yes,,0
1246659,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,NY,11520,"FNIS (Fidelity National Information Services, Inc.)",Closed with explanation,Yes,Yes,1
1244183,Credit card,,Other,,MD,21076,Bank of America,Closed with explanation,Yes,,5
1244181,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,CA,92407,Ocwen,In progress,Yes,,0
1246543,Debt collection,Payday loan,Disclosure verification of debt,Not given enough info to verify debt,MO,63108,"Enova International, Inc.",Closed with explanation,Yes,Yes,1
1245829,Bank account or service,Checking account,Deposits and withdrawals,,SC,29229,Wells Fargo,Closed with explanation,Yes,,5
1244185,Credit reporting,,Credit reporting company's investigation,Investigation took too long,CA,94571,Experian,Closed with explanation,Yes,,0
1245815,Mortgage,FHA mortgage,Credit decision / Underwriting,,GA,30078,Academy Mortgage,Closed with monetary relief,Yes,Yes,0
1244194,Payday loan,,Charged fees or interest I didn't expect,,WA,98683,Red Rock Tribal Lending,Closed with explanation,Yes,,5
1244190,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,LA,70006,Academy Mortgage,Closed with explanation,Yes,,0
1244213,Debt collection,"Other (phone, health club, etc.)",Communication tactics,Threatened to take legal action,GA,30319,"PDQ Services, Inc.",Closed with explanation,Yes,,0
1244188,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,KY,40509,Experian,Closed with explanation,Yes,,5
1245823,Bank account or service,Checking account,Using a debit or ATM card,,CA,95315,Wells Fargo,Closed with monetary relief,Yes,,5
1244202,Credit reporting,,Incorrect information on credit report,Account status,KY,40509,Equifax,Closed with explanation,Yes,,19
1244196,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,GA,30084,HSBC,Closed with explanation,Yes,,0
1245819,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,GA,30011,Nationstar Mortgage,In progress,Yes,,7
1244205,Debt collection,Auto,Cont'd attempts collect debt not owed,Debt was paid,KY,42459,United Recovery Solutions,Untimely response,No,,0
1246667,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,VA,23320,Quicken Loans,Closed with explanation,Yes,Yes,1
1246702,Credit card,,Closing/Cancelling account,,OR,97124,Discover,Closed with explanation,Yes,,1
1244238,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,PA,17241,Ocwen,Closed with explanation,Yes,,6
1244603,Bank account or service,Checking account,Problems caused by my funds being low,,NY,11520,Bank of America,Closed with explanation,Yes,Yes,0
1244224,Credit card,,Other,,PA,19116,PNC Bank,In progress,Yes,,7
1244230,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,NH,3825,Equifax,Closed with explanation,Yes,,0
1246689,Credit reporting,,Incorrect information on credit report,Account status,AZ,85138,TransUnion,Closed with explanation,Yes,,20
1246687,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,NV,,Bank of America,In progress,Yes,,7
1244236,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,OH,44060,Third Federal Savings & Loan,Closed with explanation,Yes,,0
1244234,Credit card,,Billing disputes,,OH,43224,Fifth Third Bank,Closed with explanation,Yes,Yes,7
1246688,Credit card,,Identity theft / Fraud / Embezzlement,,NY,11743,JPMorgan Chase,Closed with explanation,Yes,Yes,7
1244837,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,MN,55114,"The CBE Group, Inc.",Closed with explanation,Yes,,0
1246789,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,PA,19111,Carrington Mortgage,In progress,Yes,,1
1246697,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,FL,33455,Wells Fargo,In progress,Yes,,7
1244277,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,CA,94945,Ocwen,Closed with explanation,Yes,,0
1244247,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,PR,33166,Banco Popular de Puerto Rico,Closed with explanation,Yes,,0
1244240,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,FL,33319,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,,0
1244274,Mortgage,Other mortgage,"Application, originator, mortgage broker",,FL,32801,"United Shore Financial Services, LLC",In progress,Yes,,7
1244250,Debt collection,Payday loan,Communication tactics,Frequent or repeated calls,OH,44805,"National Credit Adjusters, LLC",Closed with explanation,Yes,,6
1246748,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,NY,11226,"Bayview Loan Servicing, LLC",Closed with explanation,Yes,,7
1244254,Credit reporting,,Incorrect information on credit report,Public record,FL,33029,Experian,Closed with non-monetary relief,Yes,,0
1244252,Credit reporting,,Incorrect information on credit report,Public record,FL,33029,TransUnion,Closed with explanation,Yes,,0
1244264,Debt collection,Medical,Disclosure verification of debt,Not disclosed as an attempt to collect,MD,20746,"Asset Management Outsourcing, Inc.",Closed with explanation,Yes,Yes,0
1244329,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,FL,32256,"Green Tree Servicing, LLC",In progress,Yes,,0
1244315,Consumer loan,Vehicle loan,Taking out the loan or lease,,VA,23454,JPMorgan Chase,Closed with explanation,Yes,,0
1244296,Credit reporting,,Incorrect information on credit report,Public record,VA,20190,Experian,Closed with explanation,Yes,Yes,6
1246696,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,AL,35758,JPMorgan Chase,Closed with explanation,Yes,,7
1244298,Credit reporting,,Incorrect information on credit report,Public record,VA,20190,Equifax,Closed with explanation,Yes,Yes,0
1244297,Credit reporting,,Incorrect information on credit report,Public record,VA,20190,TransUnion,Closed with explanation,Yes,Yes,0
1244308,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,TX,76112,"Portfolio Recovery Associates, Inc.",Closed with non-monetary relief,Yes,,0
1244318,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,MN,55371,Experian,Closed with non-monetary relief,Yes,,0
1246703,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,AZ,85286,Flagstar Bank,In progress,Yes,,5
1244816,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,NY,11420,Wells Fargo,Closed with explanation,Yes,Yes,0
1244469,Credit reporting,,Incorrect information on credit report,Information is not mine,CA,92301,TransUnion,Closed with explanation,Yes,,0
1244470,Credit reporting,,Incorrect information on credit report,Information is not mine,CA,92301,Equifax,Closed with explanation,Yes,,0
1246742,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,TX,75019,Bank of America,In progress,Yes,,7
1246725,Credit reporting,,Incorrect information on credit report,Account status,WV,26059,TransUnion,Closed with explanation,Yes,Yes,1
1246737,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,UT,84405,"Express Recovery Services, Inc.",Closed,Yes,,7
1244565,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,CA,90007,JPMorgan Chase,Closed with explanation,Yes,,0
1246721,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt resulted from identity theft,CT,6511,"CCS Financial Services, Inc.",Closed with explanation,Yes,,9
1246718,Credit card,,Identity theft / Fraud / Embezzlement,,CA,92117,Barclays,In progress,Yes,,7
1246726,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,WV,26508,"Afni, Inc.",Closed with explanation,Yes,Yes,1
1246735,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,NY,10029,"The CMI Group, Inc.",Closed with explanation,Yes,,7
1244564,Consumer loan,Installment loan,Problems when you are unable to pay,,AZ,85018,GE Capital Retail,Closed with monetary relief,Yes,,6
1244546,Mortgage,VA mortgage,"Application, originator, mortgage broker",,SC,29645,Quicken Loans,Closed with explanation,Yes,,0
1246734,Credit card,,Identity theft / Fraud / Embezzlement,,VA,23234,Capital One,In progress,Yes,,7
1244554,Other financial service,Check cashing,Disclosures,,OH,45813,"FNIS (Fidelity National Information Services, Inc.)",Closed with explanation,Yes,,7
1244553,Credit card,,Other,,OR,97201,Discover,Closed with explanation,Yes,,0
1244550,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,CA,93906,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,,19
1244561,Student loan,Non-federal student loan,Can't repay my loan,,CA,90039,Navient,Closed with explanation,Yes,,5
1244558,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,CA,91913,Nationstar Mortgage,In progress,Yes,,6
1244556,Debt collection,"Other (phone, health club, etc.)",Communication tactics,Frequent or repeated calls,PA,19131,"EOS Holdings, Inc.",Closed with explanation,Yes,,0
1246731,Consumer loan,Vehicle loan,Managing the loan or lease,,IL,62702,Santander Consumer USA,Closed with explanation,Yes,Yes,1
1244559,Credit reporting,,Incorrect information on credit report,Information is not mine,CA,90066,Experian,In progress,Yes,,0
1244595,Credit card,,Customer service / Customer relations,,NY,11566,"United Recovery Systems, LP",Closed with explanation,Yes,,6
1244574,Mortgage,Conventional fixed mortgage,Settlement process and costs,,NY,11756,Seterus,Closed with explanation,Yes,,0
1244568,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,CA,94901,"Dynamic Recovery Solutions, LLC",Closed with non-monetary relief,Yes,,7
1246741,Credit reporting,,Incorrect information on credit report,Information is not mine,VA,23321,Equifax,Closed with explanation,Yes,,1
1244571,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,IL,60559,TransUnion,Closed with explanation,Yes,,6
1244593,Consumer loan,Vehicle loan,Taking out the loan or lease,,MA,2130,Persian Acceptance Corp,Closed with explanation,Yes,,0
1244581,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,TX,78666,Flagstar Bank,In progress,Yes,,0
1244584,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,VA,22310,Ocwen,Closed with explanation,Yes,,0
1244585,Debt collection,"Other (phone, health club, etc.)",Communication tactics,Frequent or repeated calls,FL,33614,"The CBE Group, Inc.",Closed with explanation,Yes,,0
1244899,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,FL,33321,21st Mortgage Corporation,Closed with explanation,Yes,,7
1244685,Debt collection,Medical,False statements or representation,Attempted to collect wrong amount,IA,52501,Tormey Bewley Corporation,Closed,Yes,,0
1246788,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,PA,19118,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,,7
1245201,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,SD,57201,Ocwen,Closed with explanation,Yes,Yes,5
1244787,Credit reporting,,Incorrect information on credit report,Account terms,TX,78209,Equifax,Closed with explanation,Yes,,6
1244677,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,NJ,8824,"I.C. System, Inc.",Closed with explanation,Yes,,9
1244630,Money transfers,Domestic (US) money transfer,Money was not available when promised,,CA,94621,MoneyGram,Closed with explanation,Yes,,0
1244612,Debt collection,Mortgage,False statements or representation,Attempted to collect wrong amount,OH,45208,Ocwen,Closed with explanation,Yes,,0
1244616,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,NC,27958,U.S. Bancorp,Closed with explanation,Yes,Yes,0
